Date,Open,High,Low,Close,Volume,RSI,SMA20,SMA50,SMA200,EMA20,ATR,Pct
2003-12-01,1.7238109111785889,1.7272051572799683,1.7183902263641357,1.7185969352722168,0,,,,,1.7185969352722168,,
2003-12-02,1.7190104722976685,1.7321116924285889,1.7172982692718506,1.7303134202957153,0,,,,,1.7197127909887406,,0.6817471149302756
2003-12-03,1.7304929494857788,1.7318116426467896,1.7252088785171509,1.7281005382537842,0,,,,,1.720511624061602,,-0.12788908737429994
2003-12-04,1.7274141311645508,1.7289971113204956,1.7183016538619995,1.7206965684890747,0,,,,,1.7205292378165995,,-0.4284455447361335
2003-12-05,1.7206077575683594,1.7331022024154663,1.71980881690979,1.7331022024154663,0,,,,,1.7217266630164916,,0.7209658084740056
2003-12-08,1.7295054197311401,1.736201524734497,1.7275035381317139,1.7342143058776855,0,,,,,1.7229159623366053,,0.06416837164417988
2003-12-09,1.7337032556533813,1.747793436050415,1.7336128950119019,1.7454140186309814,0,,,,,1.7250586343646412,,0.645809039594325
2003-12-10,1.7452921867370605,1.7480071783065796,1.7359001636505127,1.7397961616516113,0,,,,,1.7264622083919718,,-0.32186386263681754
2003-12-11,1.740007996559143,1.74770188331604,1.7378911972045898,1.7462064027786255,0,,,,,1.7283426078573674,,0.3684478255733703
2003-12-12,1.746297836303711,1.7510987520217896,1.7442874908447266,1.747304916381836,0,,,,,1.7301485420025549,,0.06290857721416021
2003-12-15,1.7394027709960938,1.7485880851745605,1.7388886213302612,1.747304916381836,0,,,,,1.7317824824196293,,0.0
2003-12-16,1.7472131252288818,1.7561112642288208,1.7440136671066284,1.7542012929916382,0,,,,,1.7339176072360112,,0.3946864994853083
2003-12-17,1.7542012929916382,1.7690974473953247,1.7503937482833862,1.7655055522918701,0,,,,,1.7369259829556167,,0.6444106127041715
2003-12-18,1.7654120922088623,1.7748117446899414,1.763792872428894,1.7710086107254028,0,,,,,1.7401719475051203,0.011474804327627217,0.31169873277310245
2003-12-19,1.7711968421936035,1.7727981805801392,1.7626113891601562,1.7651938199996948,0,76.05690438233668,,,,1.742554982980794,0.011337688920284136,-0.3283321543719797
2003-12-22,1.7627979516983032,1.7671903371810913,1.760594367980957,1.7642908096313477,0,74.75263280360227,,,,1.7446250617094181,0.010849991469655854,-0.051156442885536
2003-12-23,1.763792872428894,1.8343911170959473,1.7630153894424438,1.7641974687576294,0,74.61020609649901,,,,1.7464891004759144,0.016885550589916757,-0.005290560558879331
2003-12-24,1.763792872428894,1.7766090631484985,1.7635129690170288,1.775599718093872,0,79.6987270374078,,,,1.7492615402490534,0.016518066447758772,0.6463136660247226
2003-12-25,1.7750009298324585,1.7762936353683472,1.772295594215393,1.775410532951355,0,79.4143382378483,,,,1.7517519205064156,0.015334176365544456,-0.010654717985658646
2003-12-26,1.7752845287322998,1.7762936353683472,1.7701934576034546,1.7720128297805786,0,74.28738599159743,1.749923551082611,,,1.7536815309134788,0.01448075271534802,-0.19137563440767558
2003-12-29,1.7723897695541382,1.777303695678711,1.7706009149551392,1.7744970321655273,0,75.53121035894762,1.7527185559272767,,,1.7556639596041501,0.013776678658269377,0.1401909931575629
2003-12-30,1.7740877866744995,1.7815150022506714,1.7728923559188843,1.777998924255371,0,77.20518678041722,1.7551028311252594,,,1.7577910990947425,0.013318868634473187,0.1973456154823916
2003-12-31,1.777998924255371,1.7943978309631348,1.7778093814849854,1.7888127565383911,0,81.43002213657529,1.7581384420394897,,,1.7607455426608043,0.013604325027413919,0.6082024086459414
2004-01-01,1.7888127565383911,1.7888127565383911,1.7817054986953735,1.785204291343689,0,76.34511990606893,1.7613638281822204,,,1.7630749472972695,0.013045953286492886,-0.20172403073002165
2004-01-02,1.7855867147445679,1.7950098514556885,1.7792011499404907,1.7936897277832031,0,79.5750646458153,1.7643932044506072,,,1.7659906406768824,0.013279992984943884,0.47532019056077957
2004-01-05,1.7954933643341064,1.8103152513504028,1.7951065301895142,1.8072071075439453,0,83.45152490275566,1.7680428445339202,,,1.7699160184737455,0.013559686250843363,0.75360746908264
2004-01-06,1.8074030876159668,1.8277859687805176,1.805510401725769,1.8212946653366089,0,86.35752536494483,1.7718368768692017,,,1.7748092229368753,0.01427958816470167,0.7795209377971624
2004-01-07,1.8208967447280884,1.8255836963653564,1.8127107620239258,1.8177852630615234,0,82.47219990855048,1.7757363319396973,,,1.7789021791392228,0.014164686596135168,-0.19268723188385906
2004-01-08,1.8166953325271606,1.8356033563613892,1.811102032661438,1.8338866233825684,0,85.65999631453684,1.7801203429698944,,,1.7841387928766843,0.015000456375237147,0.8857680083689923
2004-01-09,1.8339873552322388,1.8506865501403809,1.8290897607803345,1.848087191581726,0,87.77221464925006,1.785159456729889,,,1.7902291165628788,0.015528822848760898,0.7743427547862725
2004-01-12,1.8473020792007446,1.8578037023544312,1.8453929424285889,1.845597267150879,0,85.39702966968335,1.790074074268341,,,1.7955022737617359,0.015281213051645745,-0.13472981373330306
2004-01-13,1.845699429512024,1.8537055253982544,1.8406038284301758,1.8488048315048218,0,85.92541397221747,1.7948042511940003,,,1.800578707832506,0.015109505306131896,0.1737954650796958
2004-01-14,1.8489073514938354,1.8489073514938354,1.764103889465332,1.8317031860351562,0,71.14461412377206,1.7981141328811645,,,1.803542943851806,0.02056008684381558,-0.9250108598940487
2004-01-15,1.833012580871582,1.835300087928772,1.8185124397277832,1.8251838684082031,0,66.45181388019266,1.8008228957653045,,,1.8056039842857485,0.020267040815233336,-0.3559156132203145
2004-01-16,1.8253837823867798,1.8268845081329346,1.7944945096969604,1.7990142107009888,0,51.70751062563335,1.8025139153003693,,,1.8049763868014859,0.02120291052162968,-1.4338093909430416
2004-01-19,1.7998884916305542,1.8021913766860962,1.782785415649414,1.7832940816879272,0,45.217221628149176,1.8034640789031982,,,1.8029114053620994,0.021064985143664325,-0.8738190571010662
2004-01-20,1.7830078601837158,1.822190761566162,1.7829124927520752,1.8188101053237915,0,58.03359354898792,1.8061947107315064,,,1.8044255672632128,0.022455543890420804,1.9915965628197307
2004-01-21,1.8189092874526978,1.8367160558700562,1.8155081272125244,1.8328109979629517,0,61.82512564192741,1.8090552747249604,,,1.807128941615569,0.022360756568036044,0.7697830905039726
2004-01-22,1.8327102661132812,1.8475067615509033,1.8327102661132812,1.8436918258666992,0,64.50876966770772,1.8124693393707276,,,1.8106111210680575,0.02178866417855258,0.5936688461516626
2004-01-23,1.843385934829712,1.8518861532211304,1.8178843259811401,1.8277859687805176,0,58.08098815504668,1.8152579963207245,,,1.8122468208501967,0.022708492038777187,-0.8627177743603887
2004-01-26,1.8249839544296265,1.8302949666976929,1.8112989664077759,1.8150137662887573,0,53.473401021209845,1.817283833026886,,,1.812510339463393,0.022429970010709333,-0.6987799835383224
2004-01-27,1.8150137662887573,1.8291902542114258,1.8028087615966797,1.8266842365264893,0,56.842423098138354,1.819718098640442,,,1.8138602344217831,0.02272536308496898,0.6429962380723575
2004-01-28,1.8268845081329346,1.838505744934082,1.8128092288970947,1.815112590789795,0,52.762784311649185,1.821033090353012,,,1.8139795064568318,0.02294673316588532,-0.6334781625256802
2004-01-29,1.815112590789795,1.8266842365264893,1.8096927404403687,1.8170915842056274,0,53.379044626553515,1.822627454996109,,,1.81427589481386,0.022504391026633912,0.10902868647786335
2004-01-30,1.8162994384765625,1.8262839317321777,1.8065868616104126,1.8252837657928467,0,55.941462147494015,1.8242071568965912,,,1.8153242634785254,0.022296461743375594,0.4508403240885972
2004-02-02,1.824784278869629,1.8273851871490479,1.8141906261444092,1.821593165397644,0,54.48849538733294,1.824926459789276,,,1.8159213017565368,0.021624086938356706,-0.20219324054523424
2004-02-03,1.8324079513549805,1.8400956392288208,1.8290897607803345,1.837897539138794,0,59.49384756328304,1.8257566034793853,,,1.8180142767453231,0.021394049471192552,0.895061205260439
2004-02-04,1.8375935554504395,1.8400956392288208,1.8290897607803345,1.8322064876556396,0,57.13192643905074,1.8264776647090912,,,1.8193659158796391,0.02063025454231793,-0.309650095392211
2004-02-05,1.8324079513549805,1.8424009084701538,1.8308981657028198,1.836210012435913,0,58.383604069136766,1.8265938341617585,,,1.8209701155516653,0.019960554427985458,0.21850838359360747
2004-02-06,1.8363111019134521,1.8504126071929932,1.8324079513549805,1.8475067615509033,0,61.77516618490995,1.8265648126602172,1.7915646171569823,,1.8234974151706402,0.019817325322927955,0.6152209735532432
